protein_accession,method,lcr_start,lcr_end,pfam_accession,pfam_name,domain_start,domain_end,overlap_length,lcr_domain_fraction,domain_lcr_fraction,is_domain_edge
Q15459,fLPS_strict,296,301,PF12230,PRP21_like_P,233,472,6,1.0,0.025,False
Q15459,fLPS_strict,347,361,PF12230,PRP21_like_P,233,472,15,1.0,0.0625,False
Q15459,fLPS_strict,345,361,PF12230,PRP21_like_P,233,472,17,1.0,0.0708,False
Q16587,fLPS_strict,374,382,PF00096,zf-C2H2,360,382,9,1.0,0.3913,True
Q16629,fLPS_strict,76,236,PF00076,RRM_1,13,77,2,0.0124,0.0308,True
Q16629,fLPS_strict,5,25,PF00076,RRM_1,13,77,13,0.619,0.2,True
Q53GL7,fLPS_strict,869,879,PF00644,PARP,829,952,11,1.0,0.0887,False
Q659C4,fLPS_strict,716,725,PF21071,LARP1_HEAT,696,844,10,1.0,0.0671,False
Q659C4,fLPS_strict,738,749,PF21071,LARP1_HEAT,696,844,12,1.0,0.0805,False
Q6IN84,fLPS_strict,35,62,PF08032,SpoU_sub_bind,51,128,12,0.4286,0.1538,True
Q6PJT7,fLPS_strict,601,652,PF14608,zf-CCCH_2,601,618,18,0.3462,1.0,True
Q6PJT7,fLPS_strict,601,652,PF14608,zf-CCCH_2,621,639,19,0.3654,1.0,True
Q6PJT7,fLPS_strict,682,712,PF14608,zf-CCCH_2,681,698,17,0.5484,0.9444,True
Q6PJT7,fLPS_strict,601,723,PF14608,zf-CCCH_2,601,618,18,0.1463,1.0,True
Q6PJT7,fLPS_strict,601,723,PF14608,zf-CCCH_2,621,639,19,0.1545,1.0,True
Q6PJT7,fLPS_strict,601,723,PF14608,zf-CCCH_2,681,698,18,0.1463,1.0,True
Q6XE24,fLPS_strict,113,132,PF00076,RRM_1,63,122,10,0.5,0.1667,True
Q6XE24,fLPS_strict,113,137,PF00076,RRM_1,63,122,10,0.4,0.1667,True
Q7Z2E3,fLPS_strict,265,276,PF11969,DcpS_C,188,292,12,1.0,0.1143,False
Q7Z2W4,fLPS_strict,748,783,PF00644,PARP,739,852,36,1.0,0.3158,True
Q7Z3E1,fLPS_strict,606,611,PF00644,PARP,474,649,6,1.0,0.0341,False
Q7Z739,fLPS_strict,513,531,PF04146,YTH,417,550,19,1.0,0.1418,False
Q86W50,fLPS_strict,202,207,PF05971,Methyltransf_10,1,291,6,1.0,0.0206,False
Q8IX01,fLPS_strict,1023,1056,PF01585,G-patch,1012,1055,33,0.9706,0.75,True
Q8IX12,fLPS_strict,203,290,PF14444,S1-like,147,204,2,0.0227,0.0345,True
Q8IX12,fLPS_strict,139,147,PF14444,S1-like,147,204,1,0.1111,0.0172,True
Q8IX12,fLPS_strict,203,298,PF14444,S1-like,147,204,2,0.0208,0.0345,True
Q8N2M8,fLPS_strict,153,160,PF09750,DRY_EERY,40,169,8,1.0,0.0615,True
Q8WXF1,fLPS_strict,182,189,PF00076,RRM_1,158,216,8,1.0,0.1356,False
Q96AE4,fLPS_strict,349,396,PF07650,KH_2,379,415,18,0.375,0.4865,True
Q96AE4,fLPS_strict,349,396,PF00013,KH_1,380,445,17,0.3542,0.2576,True
Q96AE4,fLPS_strict,546,579,PF09005,FUBP_C,576,595,4,0.1176,0.2,True
Q96AE4,fLPS_strict,621,644,PF09005,FUBP_C,604,622,2,0.0833,0.1053,True
Q96AE4,fLPS_strict,518,577,PF09005,FUBP_C,576,595,2,0.0333,0.1,True
Q96AE4,fLPS_strict,608,644,PF09005,FUBP_C,604,622,15,0.4054,0.7895,True
Q96AE4,fLPS_strict,110,136,PF00013,KH_1,102,165,27,1.0,0.4219,True
Q96AK3,fLPS_strict,134,156,PF08210,AID,20,198,23,1.0,0.1285,False
Q96S44,fLPS_strict,46,93,PF01163,RIO1,73,185,21,0.4375,0.1858,True
Q99973,fLPS_strict,595,624,PF05731,TROVE,226,676,30,1.0,0.0665,False
Q99973,fLPS_strict,391,403,PF05731,TROVE,226,676,13,1.0,0.0288,False
Q99973,fLPS_strict,383,396,PF05731,TROVE,226,676,14,1.0,0.031,False
Q99973,fLPS_strict,382,403,PF05731,TROVE,226,676,22,1.0,0.0488,False
Q9BXP5,fLPS_strict,760,828,PF04959,ARS2,646,851,69,1.0,0.335,False
Q9BXP5,fLPS_strict,820,847,PF04959,ARS2,646,851,28,1.0,0.1359,True
Q9BXP5,fLPS_strict,661,698,PF04959,ARS2,646,851,38,1.0,0.1845,False
Q9BXP5,fLPS_strict,760,849,PF04959,ARS2,646,851,90,1.0,0.4369,True
Q9BXR0,fLPS_strict,325,348,PF01702,TGT,26,380,24,1.0,0.0676,False
Q9BXR0,fLPS_strict,317,322,PF01702,TGT,26,380,6,1.0,0.0169,False
Q9BYJ9,fLPS_strict,486,504,PF04146,YTH,390,523,19,1.0,0.1418,False
Q9H6E5,fLPS_strict,17,21,PF12874,zf-met,16,40,5,1.0,0.2,True
Q9HCJ0,fLPS_strict,1113,1122,PF10427,Ago_hook,1035,1148,10,1.0,0.0877,False
Q9NQ94,fLPS_strict,85,89,PF00076,RRM_1,58,125,5,1.0,0.0735,False
Q9NWB1,fLPS_strict,288,293,PF12414,Fox-1_C,253,342,6,1.0,0.0667,False
Q9NWB1,fLPS_strict,260,266,PF12414,Fox-1_C,253,342,7,1.0,0.0778,True
Q9NWB1,fLPS_strict,314,361,PF12414,Fox-1_C,253,342,29,0.6042,0.3222,True
Q9NWB1,fLPS_strict,295,337,PF12414,Fox-1_C,253,342,43,1.0,0.4778,True
Q9NWB1,fLPS_strict,294,361,PF12414,Fox-1_C,253,342,49,0.7206,0.5444,True
Q9UH17,fLPS_strict,122,137,PF08210,AID,20,186,16,1.0,0.0958,False
Q9UPT8,fLPS_strict,425,463,PF00642,zf-CCCH,420,444,20,0.5128,0.8,True
Q9UQ35,fLPS_strict,21,69,PF08312,cwf21,58,101,12,0.2449,0.2727,True
Q9UQ35,fLPS_strict,72,84,PF08312,cwf21,58,101,13,1.0,0.2955,False
Q9UQ35,fLPS_strict,72,89,PF08312,cwf21,58,101,18,1.0,0.4091,False
Q9Y580,fLPS_strict,3,8,PF13893,RRM_5,2,84,6,1.0,0.0723,True
Q9Y580,fLPS_strict,38,50,PF13893,RRM_5,2,84,13,1.0,0.1566,False
Q9Y580,fLPS_strict,38,50,PF00076,RRM_1,12,81,13,1.0,0.1857,False
Q13395,LCRFinder,1562,1565,PF00588,SpoU_methylase,1464,1605,4,1.0,0.0282,False
Q9UNQ2,LCRFinder,214,217,PF00398,RrnaAD,30,255,4,1.0,0.0177,False
Q9UJA5,LCRFinder,148,153,PF04189,Gcd10p,20,254,6,1.0,0.0255,False
P26640,LCRFinder,546,549,PF00133,tRNA-synt_1,309,939,4,1.0,0.0063,False
P26640,LCRFinder,760,763,PF00133,tRNA-synt_1,309,939,4,1.0,0.0063,False
P26640,LCRFinder,1103,1107,PF08264,Anticodon_1,984,1132,5,1.0,0.0336,False
O00178,LCRFinder,324,329,PF00009,GTP_EFTU,162,383,6,1.0,0.027,False
O43719,LCRFinder,202,205,PF00076,RRM_1,135,212,4,1.0,0.0513,True
Q9NVM6,LCRFinder,194,198,PF00076,RRM_1,189,233,5,1.0,0.1111,True
P14866,LCRFinder,366,373,PF13893,RRM_5,357,480,8,1.0,0.0645,True
Q9NW13,LCRFinder,347,350,PF00076,RRM_1,337,394,4,1.0,0.069,True
Q9NW13,LCRFinder,393,396,PF00076,RRM_1,337,394,2,0.5,0.0345,True
Q7Z417,LCRFinder,311,314,PF15293,NUFIP2,89,688,4,1.0,0.0067,False
Q7Z417,LCRFinder,379,386,PF15293,NUFIP2,89,688,8,1.0,0.0133,False
Q9H6F5,LCRFinder,288,302,PF03879,Cgr1,237,338,15,1.0,0.1471,False
A0A499FI31,LCRFinder,317,321,PF05843,Suf,98,424,5,1.0,0.0153,False
A0A499FI31,LCRFinder,959,963,PF05391,Lsm_interact,962,980,2,0.4,0.1053,True
Q9Y6K5,LCRFinder,621,624,PF10421,OAS1_C,560,744,4,1.0,0.0216,False
Q96EP5,LCRFinder,52,55,PF00076,RRM_1,12,69,4,1.0,0.069,False
Q96EP5,LCRFinder,155,158,PF16367,RRM_7,112,178,4,1.0,0.0597,False
Q96EP5,LCRFinder,155,158,PF00076,RRM_1,115,183,4,1.0,0.058,False
Q4ZG55,LCRFinder,1018,1021,PF20692,cpSF2-GREB1,658,1377,4,1.0,0.0056,False
Q4ZG55,LCRFinder,1121,1124,PF20692,cpSF2-GREB1,658,1377,4,1.0,0.0056,False
Q4ZG55,LCRFinder,1129,1134,PF20692,cpSF2-GREB1,658,1377,6,1.0,0.0083,False
Q4ZG55,LCRFinder,1223,1232,PF20692,cpSF2-GREB1,658,1377,10,1.0,0.0139,False
Q03701,LCRFinder,630,633,PF03914,CBF,523,731,4,1.0,0.0191,False
Q9BWT3,LCRFinder,503,506,PF04926,PAP_RNA-bind,424,506,4,1.0,0.0482,True
O00566,LCRFinder,134,137,PF04006,Mpp10,25,594,4,1.0,0.007,False
O00566,LCRFinder,220,232,PF04006,Mpp10,25,594,13,1.0,0.0228,False
O00566,LCRFinder,243,246,PF04006,Mpp10,25,594,4,1.0,0.007,False
O00566,LCRFinder,298,303,PF04006,Mpp10,25,594,6,1.0,0.0105,False
O00566,LCRFinder,590,594,PF04006,Mpp10,25,594,5,1.0,0.0088,True
Q96EU6,LCRFinder,153,158,PF06102,RRP36,90,252,6,1.0,0.0368,False
Q96EU6,LCRFinder,169,172,PF06102,RRP36,90,252,4,1.0,0.0245,False
Q5JTZ9,LCRFinder,439,442,PF01411,tRNA-synt_2c,42,623,4,1.0,0.0069,False
Q9BZI7,LCRFinder,141,146,PF03467,Smg4_UPF3,51,208,6,1.0,0.038,False
Q8IWZ8,LCRFinder,577,580,PF01585,G-patch,563,606,4,1.0,0.0909,False
P51116,LCRFinder,414,418,PF12235,FXMRP1_C_core,364,491,5,1.0,0.0391,False
P51116,LCRFinder,426,440,PF12235,FXMRP1_C_core,364,491,15,1.0,0.1172,False
P51116,LCRFinder,481,494,PF12235,FXMRP1_C_core,364,491,11,0.7857,0.0859,True
Q7Z478,LCRFinder,501,508,PF24385,DSRM_DHX29,431,508,8,1.0,0.1026,True
Q7Z478,LCRFinder,590,593,PF00270,DEAD,580,739,4,1.0,0.025,True
Q7Z478,LCRFinder,609,615,PF00270,DEAD,580,739,7,1.0,0.0437,False
Q96DF8,LCRFinder,98,101,PF09751,Es2,34,401,4,1.0,0.0109,False
Q96DF8,LCRFinder,138,141,PF09751,Es2,34,401,4,1.0,0.0109,False
Q14151,LCRFinder,403,406,PF13893,RRM_5,399,487,4,1.0,0.0449,True
Q9P031,LCRFinder,161,166,PF08524,rRNA_processing,125,239,6,1.0,0.0522,False
Q9P031,LCRFinder,205,208,PF08524,rRNA_processing,125,239,4,1.0,0.0348,False
Q9P031,LCRFinder,217,221,PF08524,rRNA_processing,125,239,5,1.0,0.0435,False
Q07955,LCRFinder,50,53,PF00076,RRM_1,18,85,4,1.0,0.0588,False
Q9BRD0,LCRFinder,506,509,PF09736,Bud13,460,600,4,1.0,0.0284,False
Q9BRD0,LCRFinder,557,561,PF09736,Bud13,460,600,5,1.0,0.0355,False
O75691,LCRFinder,1321,1324,PF07539,UTP20_N,910,1533,4,1.0,0.0064,False
Q9UPR6,LCRFinder,635,639,PF07528,DZF_N,585,783,5,1.0,0.0251,False
Q86US8,LCRFinder,674,678,PF10374,EST1,639,742,5,1.0,0.0481,False
Q86US8,LCRFinder,926,933,PF10373,EST1_DNA_bind,751,1104,8,1.0,0.0226,False
Q86US8,LCRFinder,1005,1009,PF10373,EST1_DNA_bind,751,1104,5,1.0,0.0141,False
Q86US8,LCRFinder,1083,1097,PF10373,EST1_DNA_bind,751,1104,15,1.0,0.0424,True
Q9UNW9,LCRFinder,464,469,PF00013,KH_1,409,474,6,1.0,0.0909,True
Q9BSC4,LCRFinder,498,502,PF08159,NUC153,482,508,5,1.0,0.1852,True
Q9Y2X3,LCRFinder,225,229,PF01798,Nop,168,396,5,1.0,0.0218,False
Q9NXL6,LCRFinder,375,378,PF13965,SID-1_RNA_chan,184,827,4,1.0,0.0062,False
Q96KR1,LCRFinder,356,361,PF12171,zf-C2H2_jaz,331,356,1,0.1667,0.0385,True
Q9P2N5,LCRFinder,274,278,PF00642,zf-CCCH,276,299,3,0.6,0.125,True
O94906,LCRFinder,67,70,PF06424,PRP1_N,13,169,4,1.0,0.0255,False
O94906,LCRFinder,97,100,PF06424,PRP1_N,13,169,4,1.0,0.0255,False
O94906,LCRFinder,115,120,PF06424,PRP1_N,13,169,6,1.0,0.0382,False
Q15633,LCRFinder,217,223,PF00035,dsrm,160,223,7,1.0,0.1094,True
Q15633,LCRFinder,217,223,PF14709,DND1_DSRM,160,219,3,0.4286,0.05,True
A7MD48,LCRFinder,478,488,PF15230,SRRM_C,457,522,11,1.0,0.1667,False
A7MD48,LCRFinder,522,527,PF15230,SRRM_C,457,522,1,0.1667,0.0152,True
Q86U38,LCRFinder,97,100,PF22493,PUF_NOP9,97,598,4,1.0,0.008,True
Q86U38,LCRFinder,162,169,PF22493,PUF_NOP9,97,598,8,1.0,0.0159,False
Q86U38,LCRFinder,488,494,PF22493,PUF_NOP9,97,598,7,1.0,0.0139,False
P82675,LCRFinder,107,112,PF21251,Ribosomal_uS5m_N,88,207,6,1.0,0.05,False
P82675,LCRFinder,119,122,PF21251,Ribosomal_uS5m_N,88,207,4,1.0,0.0333,False
Q9UK39,LCRFinder,304,310,PF03372,Exo_endo_phos,146,414,7,1.0,0.026,False
Q9H361,LCRFinder,605,608,PF00658,MLLE,545,609,4,1.0,0.0615,True
O60841,LCRFinder,777,781,PF00009,GTP_EFTU,632,843,5,1.0,0.0236,False
Q14974,LCRFinder,16,21,PF03810,IBN_N,21,101,1,0.1667,0.0123,True
Q8TDG4,LCRFinder,609,612,PF00271,Helicase_C,601,712,4,1.0,0.0357,True
Q8TDG4,LCRFinder,706,711,PF00271,Helicase_C,601,712,6,1.0,0.0536,True
O95391,LCRFinder,236,241,PF11708,Slu7,162,434,6,1.0,0.022,False
Q14296,LCRFinder,512,516,PF08373,RAP,483,536,5,1.0,0.0926,False
O94913,LCRFinder,206,209,PF20845,Pcf11_helical,199,236,4,1.0,0.1053,True
O94913,LCRFinder,215,228,PF20845,Pcf11_helical,199,236,14,1.0,0.3684,True
O94913,LCRFinder,799,802,PF20844,PCF11_RFEG_rpt,777,861,4,1.0,0.0471,False
O94913,LCRFinder,842,845,PF20844,PCF11_RFEG_rpt,777,861,4,1.0,0.0471,False
O94913,LCRFinder,1041,1046,PF20844,PCF11_RFEG_rpt,1037,1116,6,1.0,0.075,True
O94913,LCRFinder,1078,1082,PF20844,PCF11_RFEG_rpt,1037,1116,5,1.0,0.0625,False
Q86TB9,LCRFinder,688,693,PF09770,PAT1,474,717,6,1.0,0.0246,False
Q96QU8,LCRFinder,217,222,PF08389,Xpo1,103,277,6,1.0,0.0343,False
Q96QU8,LCRFinder,226,231,PF08389,Xpo1,103,277,6,1.0,0.0343,False
P46781,LCRFinder,77,80,PF00163,Ribosomal_S4,11,107,4,1.0,0.0412,False
P17039,LCRFinder,467,470,PF00096,zf-C2H2,456,478,4,1.0,0.1739,True
O75526,LCRFinder,193,196,PF08081,RBM1CTR,173,217,4,1.0,0.0889,False
O75526,LCRFinder,200,203,PF08081,RBM1CTR,173,217,4,1.0,0.0889,False
Q16600,LCRFinder,405,410,PF00096,zf-C2H2,403,425,6,1.0,0.2609,True
F5H0R1,LCRFinder,530,533,PF03828,PAP_assoc,529,587,4,1.0,0.0678,True
Q32MZ4,LCRFinder,28,33,PF09738,LRRFIP,23,316,6,1.0,0.0204,True
Q32MZ4,LCRFinder,58,63,PF09738,LRRFIP,23,316,6,1.0,0.0204,False
Q32MZ4,LCRFinder,115,118,PF09738,LRRFIP,23,316,4,1.0,0.0136,False
Q32MZ4,LCRFinder,124,127,PF09738,LRRFIP,23,316,4,1.0,0.0136,False
Q32MZ4,LCRFinder,301,304,PF09738,LRRFIP,23,316,4,1.0,0.0136,False
O43290,LCRFinder,223,226,PF03343,SART-1,165,753,4,1.0,0.0068,False
O43290,LCRFinder,361,367,PF03343,SART-1,165,753,7,1.0,0.0119,False
O43290,LCRFinder,400,415,PF03343,SART-1,165,753,16,1.0,0.0272,False
O43290,LCRFinder,513,517,PF03343,SART-1,165,753,5,1.0,0.0085,False
O43290,LCRFinder,576,580,PF03343,SART-1,165,753,5,1.0,0.0085,False
O15446,LCRFinder,137,143,PF08208,RNA_polI_A34,38,254,7,1.0,0.0323,False
O15446,LCRFinder,174,177,PF08208,RNA_polI_A34,38,254,4,1.0,0.0184,False
O15446,LCRFinder,212,217,PF08208,RNA_polI_A34,38,254,6,1.0,0.0276,False
O15446,LCRFinder,251,255,PF08208,RNA_polI_A34,38,254,4,0.8,0.0184,True
Q8IY37,LCRFinder,734,741,PF04408,WHD_HA2,737,780,5,0.625,0.1136,True
Q86YN6,LCRFinder,910,915,PF00076,RRM_1,904,955,6,1.0,0.1154,True
Q14103,LCRFinder,7,21,PF08143,CBFNT,1,78,15,1.0,0.1923,True
Q14103,LCRFinder,37,41,PF08143,CBFNT,1,78,5,1.0,0.0641,False
Q14103,LCRFinder,54,59,PF08143,CBFNT,1,78,6,1.0,0.0769,False
Q8NBJ9,LCRFinder,245,249,PF13965,SID-1_RNA_chan,170,832,5,1.0,0.0075,False
Q8NBJ9,LCRFinder,309,314,PF13965,SID-1_RNA_chan,170,832,6,1.0,0.009,False
Q8NBJ9,LCRFinder,511,518,PF13965,SID-1_RNA_chan,170,832,8,1.0,0.0121,False
Q8NBJ9,LCRFinder,764,767,PF13965,SID-1_RNA_chan,170,832,4,1.0,0.006,False
Q13151,LCRFinder,37,40,PF00076,RRM_1,9,70,4,1.0,0.0645,False
Q13151,LCRFinder,63,67,PF00076,RRM_1,9,70,5,1.0,0.0806,True
Q13151,LCRFinder,151,156,PF16367,RRM_7,98,151,1,0.1667,0.0185,True
Q13151,LCRFinder,151,156,PF00076,RRM_1,100,156,6,1.0,0.1053,True
Q5ST30,LCRFinder,373,376,PF00133,tRNA-synt_1,113,730,4,1.0,0.0065,False
Q5PRF9,LCRFinder,26,30,PF25479,Vts1,13,47,5,1.0,0.1429,False
Q7Z6E9,LCRFinder,154,157,PF13696,zf-CCHC_2,156,176,2,0.5,0.0952,True
P19338,LCRFinder,611,614,PF00076,RRM_1,574,640,4,1.0,0.0597,False
Q96E39,LCRFinder,173,179,PF08081,RBM1CTR,173,217,7,1.0,0.1556,True
Q96E39,LCRFinder,191,196,PF08081,RBM1CTR,173,217,6,1.0,0.1333,False
Q8NC26,LCRFinder,334,339,PF00096,zf-C2H2,332,354,6,1.0,0.2609,True
Q9Y2Z4,LCRFinder,92,96,PF00579,tRNA-synt_1b,74,374,5,1.0,0.0166,False
Q15050,LCRFinder,106,109,PF04939,RRS1,32,193,4,1.0,0.0247,False
Q8TDD1,LCRFinder,327,331,PF00271,Helicase_C,324,433,5,1.0,0.0455,True
Q8TDD1,LCRFinder,772,775,PF08147,DBP10CT,714,774,3,0.75,0.0492,True
P52272,LCRFinder,122,127,PF00076,RRM_1,74,143,6,1.0,0.0857,False
Q92615,LCRFinder,309,312,PF26088,RRM_LARP4,234,341,4,1.0,0.037,False
Q86XZ4,LCRFinder,86,93,PF07139,SPATS2-like,81,385,8,1.0,0.0262,True
Q8NDV7,LCRFinder,1099,1108,PF10427,Ago_hook,1071,1200,10,1.0,0.0769,False
Q8NDV7,LCRFinder,1142,1145,PF10427,Ago_hook,1071,1200,4,1.0,0.0308,False
Q8NDV7,LCRFinder,1153,1157,PF10427,Ago_hook,1071,1200,5,1.0,0.0385,False
Q6P9B9,LCRFinder,60,63,PF14837,INTS5_N,29,251,4,1.0,0.0179,False
Q6P9B9,LCRFinder,67,72,PF14837,INTS5_N,29,251,6,1.0,0.0269,False
Q6P9B9,LCRFinder,105,108,PF14837,INTS5_N,29,251,4,1.0,0.0179,False
Q6P9B9,LCRFinder,323,327,PF14838,INTS5_C,290,999,5,1.0,0.007,False
Q6P9B9,LCRFinder,441,444,PF14838,INTS5_C,290,999,4,1.0,0.0056,False
Q6P9B9,LCRFinder,464,468,PF14838,INTS5_C,290,999,5,1.0,0.007,False
Q6P9B9,LCRFinder,502,506,PF14838,INTS5_C,290,999,5,1.0,0.007,False
Q6P9B9,LCRFinder,624,629,PF14838,INTS5_C,290,999,6,1.0,0.0085,False
Q6P9B9,LCRFinder,724,729,PF14838,INTS5_C,290,999,6,1.0,0.0085,False
Q6P9B9,LCRFinder,778,783,PF14838,INTS5_C,290,999,6,1.0,0.0085,False
Q6P9B9,LCRFinder,856,861,PF14838,INTS5_C,290,999,6,1.0,0.0085,False
Q6P9B9,LCRFinder,877,886,PF14838,INTS5_C,290,999,10,1.0,0.0141,False
Q6P9B9,LCRFinder,941,944,PF14838,INTS5_C,290,999,4,1.0,0.0056,False
Q9NRA8,LCRFinder,132,135,PF10477,EIF4E-T,30,711,4,1.0,0.0059,False
Q9NRA8,LCRFinder,181,184,PF10477,EIF4E-T,30,711,4,1.0,0.0059,False
Q9NRA8,LCRFinder,412,415,PF10477,EIF4E-T,30,711,4,1.0,0.0059,False
O94992,LCRFinder,173,177,PF15313,HEXIM,164,301,5,1.0,0.0362,True
O94992,LCRFinder,234,251,PF15313,HEXIM,164,301,18,1.0,0.1304,False
O94992,LCRFinder,292,295,PF15313,HEXIM,164,301,4,1.0,0.029,True
Q14147,LCRFinder,180,183,PF00270,DEAD,171,315,4,1.0,0.0276,True
Q9NUL7,LCRFinder,183,191,PF00270,DEAD,152,337,9,1.0,0.0484,False
Q9NUL7,LCRFinder,207,210,PF00270,DEAD,152,337,4,1.0,0.0215,False
Q9NUL7,LCRFinder,326,329,PF00270,DEAD,152,337,4,1.0,0.0215,True
Q9NUL7,LCRFinder,487,492,PF00271,Helicase_C,378,492,6,1.0,0.0522,True
F8W6I7,LCRFinder,242,245,PF11627,HnRNPA1_LC,242,279,4,1.0,0.1053,True
F8W6I7,LCRFinder,254,258,PF11627,HnRNPA1_LC,242,279,5,1.0,0.1316,False
F8W6I7,LCRFinder,265,273,PF11627,HnRNPA1_LC,242,279,9,1.0,0.2368,True
F8W6I7,LCRFinder,277,280,PF11627,HnRNPA1_LC,242,279,3,0.75,0.0789,True
P52815,LCRFinder,110,113,PF16320,Ribosomal_L12_N,63,113,4,1.0,0.0784,True
O75533,LCRFinder,326,329,PF08920,SF3b1,329,451,1,0.25,0.0081,True
O75533,LCRFinder,369,372,PF08920,SF3b1,329,451,4,1.0,0.0325,False
O75533,LCRFinder,434,437,PF08920,SF3b1,329,451,4,1.0,0.0325,False
O43143,LCRFinder,346,349,PF00271,Helicase_C,337,476,4,1.0,0.0286,True
O43143,LCRFinder,393,398,PF00271,Helicase_C,337,476,6,1.0,0.0429,False
O43143,LCRFinder,403,406,PF00271,Helicase_C,337,476,4,1.0,0.0286,False
P82979,LCRFinder,43,53,PF02037,SAP,8,43,1,0.0909,0.0278,True
Q8TBZ8,LCRFinder,347,350,PF00096,zf-C2H2,337,359,4,1.0,0.1739,True
Q17RN3,LCRFinder,99,105,PF10239,DUF2465,29,334,7,1.0,0.0229,False
H7BXY3,LCRFinder,55,58,PF24995,DSRM_2,20,95,4,1.0,0.0526,False
H7BXY3,LCRFinder,85,89,PF24995,DSRM_2,20,95,5,1.0,0.0658,True
H7BXY3,LCRFinder,543,547,PF00270,DEAD,414,566,5,1.0,0.0327,False
Q04637,LCRFinder,882,886,PF02854,MIF4G,762,987,5,1.0,0.0221,False
Q04637,LCRFinder,1300,1305,PF02847,MA3,1242,1353,6,1.0,0.0536,False
Q9UPY3,LCRFinder,1793,1800,PF14622,Ribonucleas_3_3,1681,1825,8,1.0,0.0552,False
Q9UPY3,LCRFinder,1793,1800,PF00636,Ribonuclease_3,1702,1824,8,1.0,0.065,False
P05386,LCRFinder,68,75,PF00428,Ribosomal_60s,23,113,8,1.0,0.0879,False
P05386,LCRFinder,85,91,PF00428,Ribosomal_60s,23,113,7,1.0,0.0769,False
P05386,LCRFinder,99,103,PF00428,Ribosomal_60s,23,113,5,1.0,0.0549,True
Q8TEX9,LCRFinder,44,49,PF03810,IBN_N,24,88,6,1.0,0.0923,False
Q8TEX9,LCRFinder,70,74,PF03810,IBN_N,24,88,5,1.0,0.0769,False
P22626,LCRFinder,328,334,PF11627,HnRNPA1_LC,296,334,7,1.0,0.1795,True
Q7KZF4,LCRFinder,593,599,PF00565,SNase,553,659,7,1.0,0.0654,False
Q7KZF4,LCRFinder,643,648,PF00565,SNase,553,659,6,1.0,0.0561,False
Q7KZF4,LCRFinder,852,855,PF00565,SNase,847,894,4,1.0,0.0833,True
Q8NI27,LCRFinder,923,929,PF11262,Tho2,873,1173,7,1.0,0.0233,False
Q8NI27,LCRFinder,1155,1158,PF11262,Tho2,873,1173,4,1.0,0.0133,False
Q9HAU5,LCRFinder,1109,1112,PF04050,Upf2,1094,1218,4,1.0,0.032,False
P18583,LCRFinder,2320,2323,PF01585,G-patch,2305,2348,4,1.0,0.0909,False
P26599,LCRFinder,165,170,PF13893,RRM_5,166,263,5,0.8333,0.051,True
P26599,LCRFinder,342,349,PF13893,RRM_5,338,459,8,1.0,0.0656,True
P26599,LCRFinder,358,361,PF13893,RRM_5,338,459,4,1.0,0.0328,False
Q32P51,LCRFinder,255,258,PF11627,HnRNPA1_LC,255,292,4,1.0,0.1053,True
Q32P51,LCRFinder,278,286,PF11627,HnRNPA1_LC,255,292,9,1.0,0.2368,True
Q32P51,LCRFinder,290,293,PF11627,HnRNPA1_LC,255,292,3,0.75,0.0789,True
O00410,LCRFinder,62,70,PF03810,IBN_N,43,96,9,1.0,0.1667,False
Q9UGY1,LCRFinder,24,28,PF09805,Nop25,20,97,5,1.0,0.0641,True
Q9UGY1,LCRFinder,76,81,PF09805,Nop25,20,97,6,1.0,0.0769,False
B0QYY4,LCRFinder,239,245,PF12414,Fox-1_C,231,290,7,1.0,0.1167,True
B0QYY4,LCRFinder,252,255,PF12414,Fox-1_C,231,290,4,1.0,0.0667,False
Q12905,LCRFinder,17,22,PF07528,DZF_N,22,216,1,0.1667,0.0051,True
P09874,LCRFinder,1002,1006,PF00644,PARP,808,1007,5,1.0,0.025,True
P07814,LCRFinder,242,245,PF00749,tRNA-synt_1c,197,501,4,1.0,0.0131,False
P07814,LCRFinder,1212,1215,PF00587,tRNA-synt_2b,1113,1284,4,1.0,0.0233,False
Q9UPN6,LCRFinder,397,409,PF06495,Transformer,397,467,13,1.0,0.1831,True
Q9UPN6,LCRFinder,414,419,PF06495,Transformer,397,467,6,1.0,0.0845,False
Q9UPN6,LCRFinder,423,426,PF06495,Transformer,397,467,4,1.0,0.0563,False
Q9UPN6,LCRFinder,430,443,PF06495,Transformer,397,467,14,1.0,0.1972,False
Q9UPN6,LCRFinder,447,451,PF06495,Transformer,397,467,5,1.0,0.0704,False
Q7Z2T5,LCRFinder,431,438,PF02005,TRM,242,563,8,1.0,0.0248,False
Q08211,LCRFinder,839,844,PF04408,WHD_HA2,832,860,6,1.0,0.2069,True
P55265,LCRFinder,784,788,PF00035,dsrm,727,792,5,1.0,0.0758,True
Q9UNY4,LCRFinder,621,624,PF04851,ResIII,570,769,4,1.0,0.02,False
Q9UNY4,LCRFinder,621,624,PF00270,DEAD,591,746,4,1.0,0.0256,False
Q9UNY4,LCRFinder,994,997,PF00271,Helicase_C,996,1106,2,0.5,0.018,True
O60506,LCRFinder,336,339,PF13893,RRM_5,334,410,4,1.0,0.0519,True
Q96IP4,LCRFinder,139,142,PF07984,NTP_transf_7,66,384,4,1.0,0.0125,False
Q9UKA9,LCRFinder,315,324,PF13893,RRM_5,321,434,4,0.4,0.0351,True
